image_id,image_title_vernacular,country,series,volume,year,page,folio,folio_to,citation,source_pdf_url,act_number,act_type,pope,evidence_type,act_date,concession_date,coronation_date,legate,deputy,register_refs,documents,rubric_latin,incipit_latin,confidence,notes
imago-beatae-mariae-virginis-primae-labis-expert,,Italy,AAS,49,1957,725,,,"AAS 49 (1957), p. 725",https://www.vatican.va/archive/aas/documents/AAS-49-1957-ocr.pdf,VI,Litterae Apostolicae,Pius PP. XII,retrospective_attestation,1957-02-22,,,,,,,"AD TITULUM ET DIGNITATEM BASILICAE MINORIS EVEHITUR ECCLESIA PAROECIALIS S. CRUCIS IN OPPIDO, VULGO « TORRE DEL GRECO » APPELLATO, EXSTANS, NEAPOLITANAE ARCHIDIOECESIS.","Salutiferae Crucis nomine insigne Templum curiale oppidi, quod, intra fines archidioecesis Neapolitanae, ad radices Vesuvii montis « pampineis viridis umbris » positum, « Torre del Greco » vulgo dicitur, non modicis laudibus praedicatur.",medium,"Basilica Minor elevation; attests 'Imaginem Beatae Mariae Virginis primae labis expertis, quae, auctoritate Petriani Canonicorum Collegii aureo diademate redimita, ibidem asservatur' - crowned by authority of the Vatican Chapter, no year given. Country Italy inferred (Vesuvius / Neapolitan archdiocese named); act begins on printed page 724."
la-madonna-grande-treviso,La Madonna Grande,Italy,AAS,9,1917,324,,,"AAS 9 (1917), p. 324",https://www.vatican.va/archive/aas/documents/AAS-09-I-1917-ocr.pdf,V,Litterae Apostolicae,Benedictus PP. XV,retrospective_attestation,1917-06-12,,1897,,,,,"ECCLESIA TARVISINA ASSUMPTIONIS B. M. V., VULGO "" LA MADONNA GRANDE "" TITULO ET PRIVILEGIIS BASILICAE MINORIS DECORATUR.","Cum SSma Virgo Maria tot tantisque meritis Dei mater electa fuerit, atque eodem tempore gratiarum pro hominibus sequestra divinitus constituta",high,'SSmae Virginis imaginem aurea corona ex Capituli Vaticani decreto usque ab anno MDCCCXGVII redimitam fuisse' - OCR 'MDCCCXGVII' read as MDCCCXCVII = 1897. The act begins on printed p. 324 (passage printed_page is 325).
beata-maria-virgo-de-monte-carmelo-tricarico,,Italy,AAS,44,1952,264,,,"AAS 44 (1952), p. 264",https://www.vatican.va/archive/aas/documents/AAS-44-1952-ocr.pdf,IV,Litterae Apostolicae,Pius PP. XII,retrospective_attestation,1951-06-26,,1938,,,,,BEATA MARIA VIRGO DE MONTE CARMELO CIVITATIS ET DIOECESIS TRICARICENSIS PATRONA CAELESTIS AEQUE PRINCIPALIS CUM SANCTO POTITO DECLARATUR.,"Religionem Beatae Mariae Virginis Carmelitidis in animis Christifidelium dioecesis Tricaricensis altius accepimus insedisse, praesertim postquam Eius imago",high,"Patron declaration; attests 'postquam Eius imago, inter populi gestientis vota, anno MCMXXXVIII aureo diademate sit redimita'. No church named for the image. OCR page headers in the passage are garbled ('266', '366' for 265, 266); the act begins on printed page 264, confirmed against txt/AAS-44-1952-ocr.txt page markers."
maria-ausiliatrice-turin,Maria Ausiliatrice,Italy,ASS,35,1902,580,,,"ASS 35 (1902), p. 580",https://www.vatican.va/archive/ass/documents/ASS-35-1902-3-ocr.pdf,,Breve,Leo PP. XIII,papal_coronation_act,1903-02-13,,1903,"Augustinus S. R. E. Presbyter Cardinalis Richelmy, Archiepiscopus Taurinensis",,,,"BREVE quo Archiepiscopo Taurinensi committitur facultas solemniter coronandi, nomine et auctoritate Apostolica, Imaginem Mariae SS. Auxiliatricis.",Omnium sane templorum quae bo. me. Ioannes Bosco Salesianae Sodalitatis pater legifer ad maiorem Dei gloriam,high,"Rubric OCR reads 'nomine et tauctoritate Apostolica' -> 'auctoritate'; addressee line OCR spaced as 'R i c h e l m y'. The Brief commits to the Archbishop of Turin the faculty to crown the image 'solemni ritu Nostro nomine et auctoritate', with a diadem to be imposed on both heads ('sacro utrique capiti tum Virginis tum Pueri Iesu diadema pro dignitate imponatur') - so the Infant Jesus is crowned as well. Petitioner: Michael Rua, Rector Major of the Salesians. Classified as papal_coronation_act because this is the granting act itself, though it simultaneously deputes Card. Richelmy to crown in the Pope's name (papal_legate_deputation is a defensible alternative). Exact coronation date not stated: only 'huius anni die per te eligendo', i.e. a day of 1903 to be chosen by the Archbishop. Datum 'die XIII Februarii MCMIII' = 1903, the second year of ASS vol. 35 (1902-03). Text of the act runs on to printed p. 581."
maria-ausiliatrice-turin,Maria Ausiliatrice,Italy,ASS,35,1902,709,,,"ASS 35 (1902), p. 709",https://www.vatican.va/archive/ass/documents/ASS-35-1902-3-ocr.pdf,,Epistola,Leo PP. XIII,retrospective_attestation,1903-05-12,,1903,,,,,"EPISTOLA SS.mi D. N. Leonis PP. XIII ad Moderatorem Generalem Salesianorum, occasione eorumdem conventus.","Cogendum proxime significabas Salesianorum ex omni terrarum orbe conventum, eumque, Deiparae Adiutricis ope suffultum",medium,"Incidental mention inside a letter to Michael Rua: the forthcoming international Salesian congress is to close with the solemn crowning of the image - 'solemniis iri conclusum declarabas eiusdem magnae Dei Matris insigni corona induendae'. Same image as ASS 35, 580 (Maria Auxiliatrix, Turin); dedup expected. The letter itself names no church or town, but the address line reads 'Dilecto filio Michaeli Rua Moderatori Generali Sodalitatis Salesianae Augustae Taurinorum', hence Turin; locality/diocese/country inferred from that address line, so confidence lowered to medium. Datum OCR 'die x n Maii MGMIII' read as die XII Maii MCMIII = 1903-05-12 (Pontificatus anno vigesimo sexto confirms 1903). Coronation year 1903 inferred from the imminence of the congress relative to the letter's date."
maria-ausiliatrice-turin,Maria Ausiliatrice,Italy,AAS,3,1911,410,,,"AAS 3 (1911), p. 410",https://www.vatican.va/archive/aas/documents/AAS-03-1911-ocr.pdf,II,Litterae Apostolicae,Pius PP. X,retrospective_attestation,1911-07-13,,1903-05-27,,,,,ECCLESIA AUGUSTAE TAURINORUM IN HONOREM VIRGINIS CHRISTIANORUM ADIUTRICIS ERIGITUR IN BASILICAM MINOREM.,"Anno reparatae salutis MDCCCLXXXVI pietate ac religione insignis vir, venerabilis Dei famulus Ioannes Bosco, Salesianae familiae pater ac legifer, Augustae Taurinorum ab imis fundamentis splendidum in honorem Deiparae Virginis Christianorum Adiutricis templum excitandum curavit",high,"Basilica Minor elevation; states that Leo XIII gave the Cardinal Archbishop of Turin the faculty to impose a golden diadem in his name and by his authority 'sexto Kalendas Iunias anno millesimo nongentesimo tertio' = 27 May 1903. The crowner is not named at that point ('Cardinali Antistiti Taurinensium'); the same act later names Augustinus S. R. E. Card. Richelmy as Archbishop of Turin, so legate left null. Passage printed_page was 411; the act begins on printed page 410 (rubric and incipit verified in the volume text), used as aas_page. Country Italy inferred from Turin - unambiguous."
beata-maria-virgo-mater-gratiarum-udine-utinum,,Italy,AAS,14,1922,491,,,"AAS 14 (1922), p. 491",https://www.vatican.va/archive/aas/documents/AAS-14-1922-ocr.pdf,IV,Litterae Apostolicae,Pius PP. XI,retrospective_attestation,1922-07-10,,1870,,,,,"TEMPLUM B. M. V. MATRIS GRATIARUM, UTINI, TITULO AC DIGNITATE BASILICAE MINORIS CONDECORATUR.",Minime Nos latet templum Gratiarum Utinensis civitatis anno MXXXX conditum et decimo quinto vertente saeculo restitutum,high,Basilica minor elevation; states the image was 'aureo diademate anno MDCCCLXX auctoritate Apostolica redimitam'. OCR of rubric read 'CONDE COR ATUR'; foundation year printed 'anno MXXXX' (likely OCR corruption). No vernacular title given in the act.
madonna-degli-infermi-vercelli-vercellae,Madonna degli Infermi,Italy,AAS,14,1922,38,,,"AAS 14 (1922), p. 38",https://www.vatican.va/archive/aas/documents/AAS-14-1922-ocr.pdf,I,Epistola,Benedictus PP. XV,retrospective_attestation,1921-11-14,,1921,,,,,"AD R. P. D. IOANNEM GAMBERONI, ARCHIEPISCOPUM VERCELLENSIUM: DE SACRO SOLEMNI RITU QUO DIADEMATE ORNABATUR THAUMATURGA B. M. V. IMAGO IN METROPOLITANA AEDE.","Maximus ille venerationis cultus erga sanctissimam Dei Parentem, qui a prima aetate amoris flammam in Nobis accendit semperque aluit",medium,"The passage itself is the volume index (printed p. 706); the act is Benedict XV's Epistola I at printed p. 38 of AAS 14 (1922), consulted in txt/AAS-14-1922-ocr.txt and used for rubric, incipit and date. The letter congratulates on the forthcoming solemn rite in which the image will be crowned ('proximis diebus ... thaumaturga Imago diademate ornabitur ... quae sub nomine Madonna degli infermi tribus abhinc saeculis mirifica pietate colitur'); it is not itself the grant of coronation. Coronation year 1921 inferred from 'proximis diebus' plus the letter's date. Volume-text rubric OCR reads 'ORNARATUR'."
beata-vergine-della-giara-madonna-di-loreto-dei,"Beata Vergine della Giara (Madonna di Loreto) dei PP. Teatini, Verona",Italy,ACSP,4,1708,556,235r,241v,"BAV, ACSP, Madonne coronate, tomo IV, ff. 235r–241v",https://digi.vatlib.it/view/ARC_Arch.Cap.S.Pietro.Madonne.coron.4/0558,,"Chapter dossier: conto argentiere, instrumentum donationis, other, relazione, stampa",,chapter_decree,1708,1708,1709-11-10,"Gio. Francesco Barbarigo, Bishop of Verona (margin note: '30 9bris 1708 R. D. Barbarigo ad imponend. coronam deputatus')","Gio. Francesco Barbarigo, Bishop of Verona (margin note: '30 9bris 1708 R. D. Barbarigo ad imponend. coronam deputatus')",[],"['conto argentiere', 'instrumentum donationis', 'other', 'relazione', 'stampa']","Breue notizia dell' Incoronazione della B. Vergine della Giara, da farſi nella Chieſa di S. Nicolò d[e' Chierici Regolari] ... Verona li 3. Nou. 1709",,high,"Crowns: two (Virgin and Child). Petitioner: PP. Chierici Regolari Teatini of the Giara, Verona ('porgere umile istanza all'istesso Reverendissimo Capitolo di S. Pietro'). Contents: (a) conto of the silversmith (f. 235r; signed 'Gio: Giardini Arg.ro' on the wrapper f. 238v) for two crowns 'all'Imperiale' of 15 December [1708] 'p.a La Madonna di Loreto e Bambino da PP. Teatini della Ghiara di Verona', 166 sc. 97½, final payment ordered 17 May 1709; (b) notarial act by Bernardo Ronchi, episcopal vice-chancellor, of the coronation performed in S. Nicolò by Bishop Barbarigo as delegate of the Chapter 'ex Epistola sub Dat. Romae die prima 8bris 1708', with chancery authentication (two copies, ff. 236r–237v; one copy's authentication reads 11 Aug. 1709, the other 11 9bris 1709); (c) printed 'Breve notizia' of the coronation, Verona 3 Nov. 1709 (ff. 239r, two OCR passes, text cut off at end of range). Coronation date: the OCR reads 'Die vero Dominica 19.a M[ensis] 8bris' 1709, but 19 Oct. 1709 was a Saturday, the stampa of 3 Nov. 1709 still calls the coronation 'da farsi', and the authentication is dated 11 Nov.; Sunday 10 Nov. 1709 fits all of these, so 1709-11-10 is a reconstruction (hence confidence medium; year 1709 is certain). Concession year 1708 inferred from the delegation letter of 1 Oct. 1708 and the margin note '30 9bris 1708 R. D. Barbarigo ad imponend. coronam deputatus' (f. 238v); no decree text is present. Crowns weighed 'Unciarum septem, unius quarti, et denariorum septem cum dimidio'. The Theatine provost was P. Pietro Paolo Masperoni. | Range opens mid-document: the closing formulae of the notarial act (notary Bernardo Ronchi, 'Veronae in Templo S. Nicolai Congregationis RR. PP. Teatinorum'), with episcopal authentication dated 11 Aug/11 Nov 1709 (OCR variants). Documents in range: notarial act close (237v inserts), Giardini's 'Conto 2 ... delle Corone d'Oro' cover with deputation note 30 Nov 1708 (238v), printed 'Breue notizia' (Verona, Fratelli Merli 1709; several copies, 239r-239v inserts), archivist label 'Relazione del origin. e promozione ... nella Chiesa de RR Teatini di Verona 1709' (239v.05), and printed programme 'Il Trionfo di Maria' fireworks for the coronation of the 'Madonna della Chiesa della Giara delli Chierici Regolari in Verona' dedicated to Bishop Barbarigo (240r-241v). The image is a statue of the Madonna of Loreto with Child made in Loreto and installed 25 Mar 1648. The programme says the bishop was deputed 'fin da principio' to avoid sending a Roman prelate; one garbled OCR copy (pb 567) mentions 'Monsignor Marchese Casali Canonico' as deputed, but this passage does not appear in the other copies and looks like OCR confabulation. Concession date not given in range (only the deputation date 30 Nov 1708)."
simulacrum-virginis-perdolentis-viareggio,,Italy,AAS,55,1963,913,,,"AAS 55 (1963), p. 913",https://www.vatican.va/archive/aas/documents/AAS-55-1963-ocr.pdf,III,Litterae Apostolicae,Paulus PP. VI,retrospective_attestation,1963-06-27,,,,,,,Titulus ac privilegia Basilicae Minoris ecclesiae paroeciali Sancti Andreae Apostoli in urbe « Viareggio » conferuntur.,"Quae hodie quasi ocellus Tyrrhenae orae vulgo praedicatur, urbs « Viareggio » fuit antea propugnaculum barbarorum incursionibus oppositum, ac vicus quem humiles incolebant piscatores.",medium,"Basilica Minor act. Coronation stated: 'Virginis simulacrum, Petriani Canonicorum collegii auctoritate coronatum' (Vatican Chapter), with no year given. Diocese taken from 'attenta commendatione Ordinarii Lucensis'. The act begins on printed p. 913 (the coronation sentence is on p. 914); passage printed_page is 912. Country inferred, not stated."
sacro-monte-di-viggiano-viggiano,Sacro Monte di Viggiano,Italy,AAS,58,1966,566,,,"AAS 58 (1966), p. 566",https://www.vatican.va/archive/aas/documents/AAS-58-1966-ocr.pdf,I,Litterae Apostolicae,Paulus PP. VI,retrospective_attestation,1965-12-11,,,,,,,"Titulus ac privilegia Basilicae Minoris Sanctuario Mariali, quod a « Sacro Monte di Viggiano » appellatur et intra Potentinae-Marsicensis dioecesis fines est situm, deferuntur.","Lucanae genti universae carissimum constat esse sacrarium, quod in finibus Potentinae et Marsicensis dioecesis exsurgit",medium,"Basilica Minor act. Coronation attested in passing: 'hunc ipsum in annum, quindecim revolutis lustris, coronati Leonis Pp. XIII auctoritate simulacri memoria incidet sollemniterque agetur' — the image was crowned by the authority of Leo XIII, and the 75th anniversary (quindecim lustra) falls in the year of the act. No explicit coronation year is given; c. 1890-1891 is implied by the arithmetic (act dated Dec 1965, anniversary 'hunc ipsum in annum') — left null deliberately, a checker should confirm. The image is a statue of the Virgin holding the Infant Jesus ('simulacrum Augustae Virginis Puerum Iesum sustinentis'). Country inferred from Lucania/Basilicata; not stated. The act opens on printed page 566; the coronation clause falls on page 567."
madonna-consolatrice-del-carpinello-visciano,Madonna Consolatrice del Carpinello,Italy,AAS,79,1987,247,,,"AAS 79 (1987), p. 247",https://www.vatican.va/archive/aas/documents/AAS-79-1987-ocr.pdf,II,Litterae Apostolicae,Ioannes Paulus PP. II,retrospective_attestation,1986-12-11,,1886-04-20,,,,,"Sanctuarium vulgo nuncupatum « Madonna Consolatrice del Carpinelle », quod in oppido « Visciano » intra fines Ecclesiae Nolanae exstat, ad Basilicae Minoris dignitatem evehitur.",Intra fines Nolanae dioecesis in oppido « Visciano » Sanctuarium clarum exstat vulgo nuncupatum « Madonna Consolatrice del Carpinello »,high,"Basilica Minor elevation act stating 'quam Vaticanum Capitulum die xx mensis Aprilis anno MDCCCLXXXVI sollemni ritu coronavit'. The rubric spells 'Carpinelle', the body 'Carpinello'. Country inferred from Nola/Visciano."
madonna-liberatrice-s-maria-liberatrice-viterbo,Madonna Liberatrice (S. Maria Liberatrice),Italy,ACSP,4,1696,281,122r,141r,"BAV, ACSP, Madonne coronate, tomo IV, ff. 122r–141r",https://digi.vatlib.it/view/ARC_Arch.Cap.S.Pietro.Madonne.coron.4/0283,,"Chapter dossier: conto argentiere, decretum, lettera, other, other (Latin lapidary inscriptions in SS. Trinità, copied 3 Oct 1856 by Alessandro D'Achille), other (instrumentum coronationis — notarial act of the crowning of 12 Nov 1715 with consignment of the crowns to the Prior, authenticated by Card. Conti 20 Nov 1715), other (order of payment of 100 scudi to Giovanni Giardini, 27 Sept 1715), relazione, stampa",,chapter_decree,1696-05-28,1696-05-28,1715-11-12,"Canonico Pietro Francesco Bussi, canon of St Peter's, 'Viterbiensis Patritius'","Canonico Pietro Francesco Bussi, canon of St Peter's, 'Viterbiensis Patritius'","['Caps: 139. Fasci: 319', 'Caps: 39. Fasc: 319', 'Non vi è origine']","['conto argentiere', 'decretum', 'lettera', 'other', ""other (Latin lapidary inscriptions in SS. Trinità, copied 3 Oct 1856 by Alessandro D'Achille)"", 'other (instrumentum coronationis — notarial act of the crowning of 12 Nov 1715 with consignment of the crowns to the Prior, authenticated by Card. Conti 20 Nov 1715)', 'other (order of payment of 100 scudi to Giovanni Giardini, 27 Sept 1715)', 'relazione', 'stampa']",Unicae Et Vetustissimae Viterbiensium Spei Ac Liberatrici Deiparae Mariae Virgini In Hac Vera Archetypi Sui Vultus Imagine Non Sine Prodigio Depictae,,high,"Crowns: two (Virgin and Child) — 'due Corone d'oro, una grande, et una piccola', made by Giovanni Giardini, argentiere, Rome, total 169.76½ scudi. Petitioner: Città / Magistrato di Viterbo (Comunità di Viterbo; letter of Bernardino Baroni, 25 May 1712). Letter of Bernardino Baroni (margin: 'Belardino Peroni', secretary of the Comunità di Viterbo), Viterbo 25 May 1712, about the city's failed plans to fund a solemn coronation and leaving it to the friars. Margin f. 123v labels it as concerning 'la Madonna S.ma della Quercia' - contradicting the letter's 'della Trinità' and f. 124r's 'Chiesa de Padri Agostiniani della Città di Viterbo'; probably an archivist's slip or OCR. Margin f. 123v: 'Decrevere 28 Maii 1696'. f. 124r: payment order of 27 Sept 1715 signed 'Moreno Vaiani Econ.o Dep.to'. No relazione or instrument in range and f. 124v is the last page, so the dossier likely continues. | The letter on f.122r (Bernardino Baroni, Viterbo 25 May 1712) opens mid-text with no salutation, so the dossier probably begins on the preceding leaf (outside this range). Concession date taken from the margin note 'Decrevere 28 Maii 1696' on f.123v; the same note reads the image as 'Madonna S.ma della Quercia' (OCR) whereas the letter itself and all other documents say 'della Trinità' / 'Liberatrice' — treat 'Quercia' as an OCR or archivist slip. The Latin instrument on f.128r reads 'die duodecima Mensis Iulii' (OCR), but the Breve Notizia, the pastoral letter, the inscriptions ('Idibus Novembris') and the archivist's note all give 12 November 1715. The pastoral letter (Card. Michelangelo Conti, bishop of Viterbo e Toscanella, Rome 1 Nov 1715, printed Viterbo 1715) and the Breve Notizia both survive in two copies (ff.127r, 130r–136r). Margin note on f.122r 'Sacra mad.na dal R.m... Ab.te d'Orvieto: Andrea Ricci al R.mo Cap.lo di S. Pietro' is obscure and may belong to another letter. f.136v.02 (pb 328) carries a stray list of Genoese-looking names (Martinengo, Giustiniani, Manganaro) with a marginal '181', unrelated to the coronation. The silversmith's account is dated 28 Sept / 9 Nov 1715; the first payment order is dated 27 Sept 1715 (Moreno Vaiani, Economo Deputato). | Only the last leaf of a dossier: a transcription of a votive inscription set up by S.P.Q.V. (Viterbo) on the Nones of May 1703 (Clement XI) thanking the Virgin for preserving the city from the earthquakes of that year; placed 'a parte Epistolae Maioris Altaris' (church not named). Copied 3 Oct 1856 by Alessandro D'Achille. f.140v-141r blank. No coronation data visible in this range; the dossier proper must precede f.140r."
simulacrum-beatae-mariae-virginis-volterra,,Italy,AAS,50,1958,444,,,"AAS 50 (1958), p. 444",https://www.vatican.va/archive/aas/documents/AAS-50-1958-ocr.pdf,II,Litterae Apostolicae,Pius PP. XII,papal_personal_coronation,1957-11-30,,,,,,,"BASILICAE MINORIS HONORIBUS AC PRIVILEGIIS CUMULATUR CATHEDRALIS ECCLESIA VOLATERRANA, B. MARIAE V. IN CAELUM ASSUMPTAE CONSECRATA.","Volaterrae, urbs Etruriae, cum rerum gestarum memoria obscuraeque antiquitatis vestigiis insignes sunt tum Templo principe, Deiparae sideribus receptae sacro, nobilitantur",high,"Recorded inside a Basilica Minor act: « simulacrum Beatae Mariae Virginis ... quod Pius PP. IX ... aureo diademate redimivit », and again « ob revolutum saeculum ab Imagine illa Beatae Mariae Virginis per Pium PP. IX aurea corona honestata Volaterris indicta sunt ». Pius IX crowned it personally. Exact year not given; since the centenary celebrations were being announced in an act dated 30 Nov 1957, the crowning was c. 1857 — not stated in the text, so left null."
madonna-dell-arco-near-naples-apud-urbem-neapoli,Madonna dell'Arco,Italy,AAS,66,1974,485,,,"AAS 66 (1974), p. 485",https://www.vatican.va/archive/aas/documents/AAS-66-1974-ocr.pdf,II,Epistula,Paulus PP. VI,retrospective_attestation,1974-08-28,,1874,"Marius S. R. E. Cardinalis Nasalli Rocca di Corneliano, Missus Extraordinarius",,,,"Ad E.mum P. D. Marium S. R. E. Cardinalem Nasalli Rocca di Corneliano, quem Missum Extraordinarium eligit ut celebritatibus praesideat in aede sacra B. M. V. ab Arcu appellatae apud urbem Neapolim, primo volvente saeculo ex quo eadem Deiparae imago aureo diademate redimita fuit.","Quemadmodum accepimus, die VIII mensis Septembris hoc anno, quo saeculum implebitur ex quo Beatae Mariae Virginis imago, quae in aede, eidem Deiparae ab Arcu appellatae apud urbem Neapolim sacra, piis obsequiis colitur, aureo diademate fuit redimita, peculiaria sollemnia ibidem agentur.",medium,"Not a coronation act: the Pope sends a Missus Extraordinarius to preside at the centenary of the image's golden crowning. Coronation year derived from 'primo volvente saeculo' with the celebration on 8 September 1974, so the crowning was in 1874 (very likely 8 September 1874) - verify the exact day. Country Italy inferred from 'apud urbem Neapolim' (Naples); no diocese named in the act. Vernacular title rendered from the Latin 'ab Arcu appellatae'. The act also recalls that Pius IX visited the sanctuary and venerated the image. Confirmed by the volume indices at pp. 759, 788, 792."
pivasiunu-dievo-motina-pivasiunai,Pivašiūnų Dievo Motina,Lithuania,AAS,80,1988,1398,,,"AAS 80 (1988), p. 1398",https://www.vatican.va/archive/aas/documents/AAS-80-1988-ocr.pdf,V,Litterae Apostolicae,Ioannes Paulus PP. II,papal_coronation_act,1988-04-26,,,,,,,"Pretioso diademate imago B. M. V. Deiparae redimitur, quae intra fines dioecesis Kaisiadorensis asservatur in paroeciali aede sacra loci « Pivasiünai » pieque excolitur.","Ut Ecclesiae Kaisiadorensis memoriae proditum est, satis de peculiari venerationis cultu cognoscitur",high,Retrieved from txt for the AAS 80 index entry 'Pivasiünai ... 1398'. Apostolic Administrator: Vincentas Sladkevičius. Country explicit ('e regionibus Lituaniae').
our-lady-of-ta-pinu-malta,Our Lady of Ta' Pinu,Malta,AAS,27,1935,403,,,"AAS 27 (1935), p. 403",https://www.vatican.va/archive/aas/documents/AAS-27-1935-ocr.pdf,II,Litterae Apostolicae,Pius PP. XI,papal_legate_deputation,1935-05-24,,,"Alexius Henricus Maria S. R. E. Card. Lépicier, tit. Sanctae Susannae",,,,EMUS P. D. ALEXIUS HENRICUS M. TIT. SANCTAE SUSANNAE S. R. E. PRESB. CARDINALIS LÉPICIER DEPUTATUR AD AUREA CORONA ORNANDUM SIMULACRUM B. MARIAE V. « TA PINU » NUNCUPATAE IN EIUSDEM BASILICA DIOECESIS GAUDISIENSIS.,"Marianum exstat Sanctuarium insigne Gaudisiensis dioecesis intra fines, quod iam Basilicae Minoris titulo privilegiisque Nos ipsi Litteris Apostolicis Nostris",high,"Cardinal Lépicier, already Legate to the Regional Council of Malta, is charged 'ut arbitrio eius eligendo die ... aureum diadema Nostro nomine et auctoritate imponat' — day left to the legate, so no coronation date. The painting is described as by Stephanus Amedeus de Perusia, 1619. The act itself recalls that the sanctuary was made a minor basilica by Litterae Apostolicae of 31 Aug. 1932. No town named (the shrine is at Għarb); country inferred from the diocese of Gozo and the reference to the neighbouring diocese of Malta."
sacerrimum-virginis-deiparae-simulacrum-quod-con,,Malta,AAS,5,1913,180,,,"AAS 5 (1913), p. 180",https://www.vatican.va/archive/aas/documents/AAS-05-1913-ocr.pdf,IV,Epistola,Pius PP. X,retrospective_attestation,1913-04-08,,,Dominicus Card. Ferrata,,,,"AD V. E. DOMINICUM CARD. FERRATA, ARCHIPRESBYTERUM LATERANENSEM, QUEM RENUNTIAT LEGATUM SUUM AD CONVENTUM EUCHARISTICUM MELITENSEM.","Inter publicas illustrioresque significationes Fidei, quas hoc anno per saecularia Constantiniana daturum est catholicum nomen",medium,"Letter naming Ferrata Legate to the Malta Eucharistic Congress; it recalls in passing that Pius X had earlier sent him to Malta to crown a Marian image: 'ea ipsa loca non ita pridem, missus item a Nobis, adivisti, ut sacerrimo Virginis Deiparae simulacro quod Conspicuae colitur, auream coronam imponeres'. 'Conspicuae' is a locative and is read as Cospicua (Bormla), Malta - identification inferred, hence medium confidence. No date is given for the crowning ('non ita pridem'). The diocese (Melitensis) is inferred from the Maltese setting, not stated for the image."
beatae-mariae-virginis-in-caelum-assumptae-imago,,Malta,AAS,66,1974,322,,,"AAS 66 (1974), p. 322",https://www.vatican.va/archive/aas/documents/AAS-66-1974-ocr.pdf,IV,Litterae Apostolicae,Paulus PP. VI,papal_coronation_act,1973-12-12,,,"Michael Gonzi, Archiepiscopus Melitensis (deputed to impose the crown 'Nostro nomine et auctoritate')",,,,"Facultas conceditur diademate cingendi excultam Mostae, in Melitensi insula, imaginem Virginis Mariae in caelum Assumptae.","Paroeciale templum, quod Mostae, in Melitensi insula, exstat, venerabile quidem ob antiquitatem artisque maiestatem merito habetur",high,Coronation day left to the archbishop's choice. Confirmed in the volume's chronological index (p. 757) under 12 Dec. 1973.
maria-bambina-senglea,Maria Bambina,Malta,AAS,13,1921,190,,,"AAS 13 (1921), p. 190",https://www.vatican.va/archive/aas/documents/AAS-13-1921-ocr.pdf,VI,Litterae Apostolicae,Benedictus PP. XV,retrospective_attestation,1921-01-03,,,,,,,"ECCLESIA NATIVITATIS BEATAE MARIAE VIRGINIS IN CIVITATE SENGLEA, INSULAE MELITENSIS, IN BASILICAM MINOREM ERIGITUR.","Ad perennandam memoriam gloriosae victoriae contra exercitum Turcarum, anno MDLXV latae, et in gratiarum actionem ob civitatem ab extremo discrimine servatam",medium,"The Basilica minor petition was made « auspicata occasione coronationis sacri simulacri Mariae Infantis, ut aiunt, «Maria Bambina», quod religiosissime ipso in templo colitur », i.e. on the occasion of the (then forthcoming) coronation. The act itself neither grants the coronation nor gives its date, so evidence is a passing attestation only; no date stated in the passage. The volume index (p. 190 entry, seen at AAS-13-1921 pp. 625-626) records 'B. M. V. Infantis (« Maria Bambina ») simulacrum coronatum, 190' and lists it among 'imagines B. M. V. Capituli auctoritate diademate donatae, 8, 190, 492, 305 s.' — suggesting the Vatican Chapter authorised it; a checker should verify."
madonna-ss-ma-delle-grazie-zabbar-malta-zabbar-o,"Madonna SS.ma delle Grazie (Żabbar, Malta)",Malta,ACSP,4,,171,75r,76v,"BAV, ACSP, Madonne coronate, tomo IV, ff. 75r–76v",https://digi.vatlib.it/view/ARC_Arch.Cap.S.Pietro.Madonne.coron.4/0173,,"Chapter dossier: other, supplica",,chapter_decree,,,,,,[],"['other', 'supplica']",concedere La Corona alla Madonna S.ma delle Gratie in Malta esistente nello Chiesa Parochiale della Terra Zabar,,high,"Crowns: one requested ('concedere La Corona'). Petitioner: Francesco Pace, Maltese priest ('Fran.co Pace Sacerdote Maltese'), recommended by the Auditor Acquaviva ('raccommandato dall'Aud.re Acquaviva'). Undated supplica; it cites as witnesses to the image's veneration the former Inquisitors and Apostolic Ministers of Malta: Cardinals Marescotti, Acquaviva, Ruffo, Pallavicino, and Mons. Passionei, Spinola, Caracciolo. ff. 75v-76r are blank; f. 76v is the docket ('Per Il Sacerdote Fran.co Pace Maltese p.r l'incoronatione di Una Madonna Miracolosa'). The range ends here, so any decree, instrument or relazione for Żabbar would lie beyond f. 76v and is not visible. | Petition only. Archivist's docket on f.76v: 'Per Il Sacerdote Fran.co Pace Maltese p.r l'incoronatione di Una Madonna Miracolosa — Non si trova concessa' (no concession found). Supplica cites Cardinals Marescotti, Acquaviva, Russo, Pallavicino and Mons. Passionei, Spinola, Caracciolo as former Inquisitors who venerated the image. 'other' = the archivist's docket note."
