series,volume,year,page,act_number,act_type,pope,citation,source_pdf_url,evidence_type,rubric_latin,incipit_latin,image_title_latin,image_title_vernacular,image_subject,church_or_sanctuary,locality,diocese_latin,diocese_modern,country,act_date,coronation_date,legate,confidence,notes
AAS,54,1962,851,III,Epistula,Ioannes PP. XXIII,"AAS 54 (1962), p. 851",https://www.vatican.va/archive/aas/documents/AAS-54-1962-ocr.pdf,retrospective_attestation,"E.mo P. D. Ioanni Baptistae S. R. E. Cardinali Montini, Archiepiscopo Mediolanensi, qui in oppido v. « Imbersago » interfuit sollemnibus, quibus statua aenea Ioanni Pp. XXIII posita est in sacra Aede B. Mariae Virg. v. « Madonna del Bosco » appellatae.",,B. Mariae Virg. v. « Madonna del Bosco » appellatae,Madonna del Bosco,Blessed Virgin Mary,Santuario della Madonna del Bosco,Imbersago (Brianza),Mediolanensis,Milan,Italy,1962-10-28,1954-08-29,,high,"The Pope recalls 'la cerimonia della solenne incoronazione della sacra effigie, ivi venerata, che Ci fu dato di compiere in nome e per procura del Cardinale Arcivescovo Schuster' on 29 August 1954 — i.e. the crowning was performed by Angelo Roncalli (then Patriarch of Venice, not yet Pope) as proxy for Cardinal Ildefonso Schuster, Archbishop of Milan, the day before Schuster's death. Hence retrospective_attestation, not papal_personal_coronation. OCR of the rubric reads 'Imfoersago'; read as 'Imbersago'. Act begins on printed page 850; passage page 851. Body in Italian, no Latin incipit."
AAS,55,1963,29,III,Litterae Apostolicae,Ioannes PP. XXIII,"AAS 55 (1963), p. 29",https://www.vatican.va/archive/aas/documents/AAS-55-1963-ocr.pdf,retrospective_attestation,"Beata Maria Virgo « a Quercu » principalis caelestis Patrona declaratur convallis « Nure » vulgo appellatae, intra fines Placentinae dioecesis.","Amicum sidus in huius saeculi fluctibus exasperato mari omnibus lucet, augusta videlicet Maria: hanc si mortales intuentur, a recto cursu nequaquam aberrant",Beata Maria Virgo a Quercu,Madonna della Quercia,Blessed Virgin Mary,sanctuary of the Madonna della Quercia in the town of Bettola (Val Nure),Bettola,Placentina,Piacenza,Italy,1962-06-12,1920,,medium,"Patron declaration stating 'Petrianum vero Canonicorum Collegium die XX mensis Februarii anno MCMXX indulsit, ut eiusdem Caelestis Virginis imago ibidem asservata aureo diademate sollemni ritu redimiretur'. 1920-02-20 is the date of the Vatican Chapter's indult, not necessarily of the ceremony, so only the year is recorded here. Country Italy inferred from the diocese of Piacenza / Val Nure; not stated. Vernacular title supplied as the usual rendering of 'a Quercu'."
AAS,55,1963,87,IV,Litterae Apostolicae,Ioannes PP. XXIII,"AAS 55 (1963), p. 87",https://www.vatican.va/archive/aas/documents/AAS-55-1963-ocr.pdf,retrospective_attestation,"Titulus ac privilegia Basilicae Minoris paroeciali ecclesiae Beatae Mariae Virginis a Mercede, in urbe Guayaquilensi, conferuntur.","Guayaquilensis incolae urbis, quae portus praecipuus est Aequatorianae Dicionis, ad templum Beatae Mariae Virginis de Mercede veluti ad portum salutis ac perfugium animarum solent confluere",imago Dei Genetricis Mercedoniae,Nuestra Señora de la Merced,Blessed Virgin Mary,ecclesia paroecialis Beatae Mariae Virginis a Mercede,Guayaquil,Guayaquilensis,Guayaquil,Ecuador,1962-05-04,1947-09-08,,high,"Basilica Minor elevation stating 'Pius Pp. XII, Decessor Noster rec. mem., eandem imaginem sua auctoritate aureo diademate redimiri, datis Apostolicis sub anulo Piscatoris Litteris die VIII mensis Septembris anno MCMXLVII, concessit'. The date 1947-09-08 is that of the Apostolic Letters granting the coronation, not necessarily of the ceremony. Act begins on printed page 87 (passage page-marker is 88). Church served by the Mercedarians."
AAS,55,1963,225,IV,Litterae Apostolicae,Ioannes PP. XXIII,"AAS 55 (1963), p. 225",https://www.vatican.va/archive/aas/documents/AAS-55-1963-ocr.pdf,retrospective_attestation,Ecclesia paroecialis urbis v. d. « Piekary » ad dignitatem Basilicae Minoris evehitur.,"Augustissimis Poloniae templis iure meritoque videtur esse accensenda ecclesia paroecialis, quae in urbe v. Piekary, intra Silesiae fines, exsurgit",mirifica Beatissimae Mariae Virginis imago,,Blessed Virgin Mary,ecclesia paroecialis urbis Piekary (built 1846),"Piekary, Silesia",Katovicensis,Katowice,Poland,1962-12-01,,,medium,"Basilica Minor elevation stating 'Nostra demum aetate, Pii Pp. XI permissu ... imago, quam diximus, aureo diademate est redimita'. No year given; only that it was by permission of Pius XI (1922-1939). The act also recalls King John Sobieski praying before the image on his way to Vienna."
AAS,55,1963,320,V,Litterae Apostolicae,Ioannes PP. XXIII,"AAS 55 (1963), p. 320",https://www.vatican.va/archive/aas/documents/AAS-55-1963-ocr.pdf,retrospective_attestation,"Titulo ac privilegiis Basilicae Minoris honestatur paroecialis ecclesia B. Mariae Virg. a Nazareth in urbe v. « Sestri Levante » appellata, dioecesis Clavarensis.","Communi consensu celebratur urbs Segesta Tigulliorum, quam, « Sestri Levante » vulgo nuncupatam et amoeno in litore positam, Ligustinum alluit mare",imago Christi Cruci affixi,,other (Christ Crucified — a crucifix),paroecialis ecclesia Beatae Mariae Virginis a Nazareth,Sestri Levante,Clavarensis,Chiavari,Italy,1962-06-22,1903,,medium,"Basilica Minor elevation stating 'Leo Pp. XIII, Decessor Noster, inditam eam effigiem, anno MCMIII, per Legatum aurea corona ritu sollemni redimivit' (OCR 'inditam' = 'inclitam'). The crowned image is a crucifix, not a Marian image; the Legate is not named. Act begins on printed page 320 (passage page-marker is 321). Country Italy inferred from Sestri Levante / Chiavari; not stated."
AAS,55,1963,323,VII,Litterae Apostolicae,Ioannes PP. XXIII,"AAS 55 (1963), p. 323",https://www.vatican.va/archive/aas/documents/AAS-55-1963-ocr.pdf,retrospective_attestation,"Titulus ac privilegia Basilicae Minoris Sanctuario B. Mariae Virg. « de Lluch », in Maioricensis dioecesis finibus, conferuntur.","Gloria et praesidium Balearum Insularum merito praedicatur Beata Maria Virgo « de Lluch », cuius venusta imago in Maioricensi templo, saeculo XIII eius honori exstructo, perpetuis impensisque obsequiis colitur.",Beata Maria Virgo « de Lluch »,,Blessed Virgin Mary,Sanctuarium (Collegium Sanctae Mariae) Beatae Mariae Virginis « de Lluch »,Lluc,Maioricensis,Mallorca (Majorca),Spain,1962-06-30,,,medium,"Basilica Minor act; the coronation is mentioned in passing: 'Leo Pp. XIII, qui inditam imaginem illam per Legatum aureo diademate redimivit' (OCR 'redimi vit'; 'inditam' probably for 'inclitam'). No coronation year and no Legate name given; Leo XIII reigned 1878-1903. Locality 'Lluc' taken from the sanctuary's own epithet; country inferred from 'Balearum Insularum' / dioecesis Maioricensis, not stated in the act. Vernacular form of the title not given beyond « de Lluch »."
AAS,55,1963,324,VIII,Litterae Apostolicae,Ioannes PP. XXIII,"AAS 55 (1963), p. 324",https://www.vatican.va/archive/aas/documents/AAS-55-1963-ocr.pdf,retrospective_attestation,Titulus ac privilegia Basilicae Minoris cathedrali ecclesiae Materanensi tribuuntur.,"Mateola, antiqua regum sedes, urbs rerum gestarum memoria illustris, praeclarior vero religione, quam priscis acceptam temporibus per hominum aetates impigre coluit, egregium pietatis domicilium merito praedicatur","imago Beatae Mariae Virginis, cui olim appellatio « a Matera » vel « ab episcopio » adiciebatur",Madonna della Bruna,Blessed Virgin Mary,"Cathedralis (metropolitana) ecclesia Materanensis, Beatae Mariae Virgini et Sancto Eustachio sacra",Matera,Materanensis,Matera,Italy,1962-07-02,1843,,medium,"Basilica Minor act. Coronation stated: 'anno MDCCCXLIII, auctoritate Petriani Canonicorum Collegii, aureo diademate fuit redimita' (Vatican Chapter, 1843). The act begins on printed p. 324 (rubric and incipit visible in the adjoining passage AAS-55-1963-ocr#323); the coronation sentence itself is on p. 326, which is the passage's printed_page. Incipit taken verbatim from p. 324 ('Mateola' OCR 'Mateola/Mateóla'). Country inferred from the see of Matera, not stated in the act."
AAS,55,1963,442,I,Litterae Apostolicae,Ioannes PP. XXIII,"AAS 55 (1963), p. 442",https://www.vatican.va/archive/aas/documents/AAS-55-1963-ocr.pdf,retrospective_attestation,Titulus ac privilegia Basilicae Minoris cathedrali ecclesiae Moronensi conferuntur.,"Terrena in peregrinatione constituti cives Moronenses honori Beatae Mariae Virginis, a prima labe immunis, quam a « felici itinere » vulgo appellant ac ducem habent ad caelestem, quo contendimus, patriam, monumentum praeclarum atque spectabile in urbe sua erexerunt",vetusta Imago almae Deiparae a « felici itinere » (Immaculata Conceptio Beatae Mariae Virginis),Nuestra Señora del Buen Viaje,Blessed Virgin Mary,Cathedralis ecclesia Moronensis (Immaculatae Conceptioni B. M. V. « del Buen Viaje » sacra),Morón,Moronensis,Morón,Argentina,1962-12-01,,,medium,"Basilica Minor act recording John XXIII's own earlier grant: 'id simulacrum aureo diademate sivimus, Nostra auctoritate, redimiri, Apostolicis Litteris die xix mensis Decembris anno MCMLX sub Piscatoris anulo datis' — i.e. the faculty was granted by Apostolic Letters of 1960-12-19; the date of the coronation ceremony itself is not stated, so coronation_date left null. Country not stated in the act; inferred from the see of Morón (Bishop Michael/Miguel Raspanti) - please verify."
AAS,55,1963,911,II,Litterae Apostolicae,Paulus PP. VI,"AAS 55 (1963), p. 911",https://www.vatican.va/archive/aas/documents/AAS-55-1963-ocr.pdf,retrospective_attestation,"Titulo ac privilegiis Basilicae Minoris honestatur ecclesia Beatae Mariae Virgini in Caelum Assumptae sacra, vulgo « Madonna del Monte » seu « Conadomini » appellata et in urbe Calatayeronio posita.","Praesidium decusque urbis Calatayeronii esse perhibetur templum Beatae Mariae Virginis in Caelum Assumptae sacrum, quod a Monte, cui est impositum, vulgo solet vocari",simulacrum Beatae Mariae Virginis quod « Conadomini » appellant,Madonna di Conadomini (Madonna del Monte),Blessed Virgin Mary,"Ecclesia Beatae Mariae Virginis in Caelum Assumptae, vulgo « Madonna del Monte » seu « Conadomini »",Caltagirone,Calatayeronensis,Caltagirone,Italy,1963-06-27,,,medium,"Basilica Minor act. Coronation mentioned only as an anniversary: 'Revoluto vero quinquagesimo anno ex quo simulacrum Almae Deiparae, cui nomen « Conadomini », aureo diademate fuit redimitum' — the 50th year since the crowning, which with an act of 1963 implies c. 1913, but no year is stated, so coronation_date left null. No crowning authority named. Diocese spelled 'Calatayeronensis' in the OCR (for Calatagironensis/Caltagirone); bishop named 'Franciscus Fasola'. Act begins on printed p. 911; the coronation sentence is on p. 912 (the passage's printed_page). Country inferred, not stated."
AAS,55,1963,913,III,Litterae Apostolicae,Paulus PP. VI,"AAS 55 (1963), p. 913",https://www.vatican.va/archive/aas/documents/AAS-55-1963-ocr.pdf,retrospective_attestation,Titulus ac privilegia Basilicae Minoris ecclesiae paroeciali Sancti Andreae Apostoli in urbe « Viareggio » conferuntur.,"Quae hodie quasi ocellus Tyrrhenae orae vulgo praedicatur, urbs « Viareggio » fuit antea propugnaculum barbarorum incursionibus oppositum, ac vicus quem humiles incolebant piscatores.",simulacrum Virginis Perdolentis,,Blessed Virgin Mary,Ecclesia paroecialis Sancti Andreae Apostoli (Ordo Servorum Mariae),Viareggio,Lucensis,Lucca,Italy,1963-06-27,,,medium,"Basilica Minor act. Coronation stated: 'Virginis simulacrum, Petriani Canonicorum collegii auctoritate coronatum' (Vatican Chapter), with no year given. Diocese taken from 'attenta commendatione Ordinarii Lucensis'. The act begins on printed p. 913 (the coronation sentence is on p. 914); passage printed_page is 912. Country inferred, not stated."
AAS,55,1963,946,II,Litterae Apostolicae,Ioannes PP. XXIII,"AAS 55 (1963), p. 946",https://www.vatican.va/archive/aas/documents/AAS-55-1963-ocr.pdf,retrospective_attestation,"Beata Maria Virgo, « la Virgen de los Treinta y Tres » vulgo appellata, principalis Patrona eligitur Reipublicae Uruquarianae.","Nobilis Uruquarianorum terra, pratorum viriditate collibusque molliter sinuatis peramoena, de antiqua gloriatur marianae sede pietatis","parvum Beatae Mariae Virginis simulacrum, ex ligno exsculptum, Floridensis Virgo",la Virgen de los Treinta y Tres,Blessed Virgin Mary,Templum princeps (cathedralis ecclesia) urbis Floridensis,Florida,Floridensis,Florida,Uruguay,1962-11-21,,,high,"Act declaring the image Patron of Uruguay; it attests the papal coronation grant in passing: 'utpote qui, facta anno superiore licentia idem simulacrum aurea corona redimiendi' — the faculty was given 'the previous year', i.e. 1961 relative to this 1962 act; no explicit date, so coronation_date left null. Rubric and act start (p. 946) confirmed from the volume text."
AAS,55,1963,956,IX,Litterae Apostolicae,Ioannes PP. XXIII,"AAS 55 (1963), p. 956",https://www.vatican.va/archive/aas/documents/AAS-55-1963-ocr.pdf,retrospective_attestation,Titulo ac privilegiis Basilicae Minoris cathedralis ecclesia Floridensis honestatur.,"Floridense templum princeps sedes pietatis praedicatur totius dioecesis incolarum, quin etiam Uruquarianae nationis, siquidem ibi asservatur atque excolitur imago Beatae Mariae Virginis, a « Triginta Tribus viris » appellatae",imago Beatae Mariae Virginis a « Triginta Tribus viris » appellatae,la Virgen de los Treinta y Tres,Blessed Virgin Mary,Cathedralis ecclesia Floridensis,Florida,Floridensis,Florida,Uruguay,1963-04-01,,,high,"Basilica Minor act. Coronation attested: 'hoc non ita pridem, Nostra auctoritate, fuit aureo diademate redimitum' (by John XXIII's authority, 'not long ago' - no date given). Same image as the 1962 patronage act at AAS 55 (1963) 946. Act begins on printed p. 956; passage printed_page is 957."
AAS,56,1964,417,I,Litterae Apostolicae,Paulus PP. VI,"AAS 56 (1964), p. 417",https://www.vatican.va/archive/aas/documents/AAS-56-1964-ocr.pdf,retrospective_attestation,"Beata Maria Virgo, vulgo a « Fontenova » appellata, principalis caelestis Patrona dioecesis Pisciensis eligitur.","Novus veluti fons in huius saeculi desertis spatiis exiit, cum aerumnoso humano generi data est, summo Dei miserentis beneficio, pientissima Mater ac certissimum salutis perfugium, Beata Virgo Maria.",Alma Deipara a « Fontenova » appellata,Madonna di Fontenuova,Blessed Virgin Mary,Templum paroeciale oppidi « Monsummano Terme »,Monsummano Terme,Pisciensis,Pescia,Italy,1963-06-28,1782,,medium,"Patronage act attesting the crowning: '... et anno MDCCiixxxn aureo diademate est redimita'. The OCR form 'MDCCiixxxn' resolves to MDCCLXXXII = 1782 on the pattern used elsewhere in this OCR ('MDCCCiiXXXViin' = MDCCCLXXXVIII); a checker should confirm the year against the printed page. No crowning authority named. Act date OCR 'MCMLÍXIII' = MCMLXIII (1963), Pontificatus Nostri primo. Country inferred, not stated."
AAS,56,1964,516,V,Litterae Apostolicae,Paulus PP. VI,"AAS 56 (1964), p. 516",https://www.vatican.va/archive/aas/documents/AAS-56-1964-ocr.pdf,retrospective_attestation,Titulo ac privilegiis Basilicae Minoris cathedralis ecclesia Marianensis decoratur.,"Erga almam Deiparam pietatis sedes inclita esse perhibetur cathedralis ecclesia Marianensis, quippe ubi vetus nobilisque imago eius, quae est « decor Carmeli », impensis populi excolatur obsequiis.","vetus nobilisque imago Beatae Mariae Virginis, quae est « decor Carmeli »",,Blessed Virgin Mary,"Cathedralis (metropolitana) ecclesia Marianensis, B. M. V. in caelum Assumptae consecrata",Mariana (Minas Gerais),Marianensis,Mariana,Brazil,1963-11-27,,,medium,"Basilica Minor act. Coronation attested: 'ac paulo post effigies ipsa, nomine et auctoritate eiusdem Summi Pontificis [Ioannis Pp. XXIII], inter potestatum, cleri, fidelium vota et plausus, aureo diademate redimita' — crowned in the name and by the authority of John XXIII, shortly after he declared her Patron of the city; no date and no Legate named. Vernacular title not given (Latin only, « decor Carmeli »). Country inferred from 'Civitatis, cui nomen « Minas Gerais »', not stated."
AAS,56,1964,517,VI,Litterae Apostolicae,Paulus PP. VI,"AAS 56 (1964), p. 517",https://www.vatican.va/archive/aas/documents/AAS-56-1964-ocr.pdf,retrospective_attestation,"Beata Maria Virgo, « Scala Paradisi » appellata, principalis Patrona, et S. Conradus Confalonieri, Confessor, Patronus aeque principalis totius Netensis dioecesis constituuntur.","Scandere caelum datur hominibus, qui Beatae Mariae Virgini se devovent eiusque ductu vitam degunt cum virtute.","imago Beatae Mariae Virginis a « Scala Paradisi » nuncupatae, vetusta, in rupe depicta",Madonna della Scala (Scala Paradisi),Blessed Virgin Mary,Sanctuarium Beatae Mariae Virginis « Scala Paradisi » prope urbem Netum,Noto,Netensis,Noto,Italy,1963-11-27,1931,,medium,"Patronage act attesting the crowning: 'imago illa, auctoritate Petriani Collegii Canonicorum, anno MCMXXXI, aureo diademate fuit redimita' (Vatican Chapter, 1931). Act date OCR 'MCMUXIII' = MCMLXIII. Country inferred, not stated. Vernacular form of the title supplied from the Latin epithet - verify."
AAS,56,1964,555,I,Litterae Apostolicae,Paulus PP. VI,"AAS 56 (1964), p. 555",https://www.vatican.va/archive/aas/documents/AAS-56-1964-ocr.pdf,retrospective_attestation,"Beata Maria Virgo, a Septem Doloribus appellata, totius regionis Ciminiae principalis Patrona renuntiatur.","Quae regio monte silva ac lacu distinguitur, Ciminia commune quoddam marialis religionis domicilium habet constitutum sacris illis iurisdictionibus quae circa sunt.",effigies Beatae Mariae Virginis a Septem Doloribus (Mater Dolorosa),,Blessed Virgin Mary,Pervetustum coenobium (ecclesia abbatialis) Sancti Martini ad Montem Ciminum,San Martino al Cimino (Monti Cimini),Abbatia nullius Sancti Martini ad Montem Ciminum (Viterbiensis et Tuscanensis),San Martino al Cimino abbey nullius / Viterbo,Italy,1963-09-24,1938,,medium,"Patronage act attesting the crowning: 'Siquidem anno MCMXXXVIII effigies illa fuit aureo diademate redimita', and 'quinto et vicesimo exeunte anno postquam praedicta imago est coronata' (25th anniversary, consistent with 1938 + 25 = 1963). No crowning authority named. Country inferred from the sees named (Viterbo, Civita Castellana, Nepi/Sutri), not stated."
AAS,56,1964,598,II,Nuntius scripto datus,Paulus PP. VI,"AAS 56 (1964), p. 598",https://www.vatican.va/archive/aas/documents/AAS-56-1964-ocr.pdf,retrospective_attestation,"Ad E.mum P. D. Iosephum Mariam Sanctae Romanae Ecclesiae Presb. Cardinalem Bueno Monreal, Archiepiscopum Hispalensem, cum effigies B. Mariae Virg., vulgo « de Nuestra Señora de la Esperanza Macarena », ea in urbe aureo diademate fuit redimita.",,"effigies B. Mariae Virg., vulgo « de Nuestra Señora de la Esperanza Macarena »",Nuestra Señora de la Esperanza Macarena,Blessed Virgin Mary,"Basílica de la Macarena (the temple recently built for her, per the text)",Seville (Hispalis),Hispalensis,Seville,Spain,1964-05-31,1964-05-31,,high,"Papal written message sent for the coronation day ('Hoy fiesta de María Reina ... se adorna con corona de oro y pedrería la imagen'); rubric confirms 'aureo diademate fuit redimita'. Act begins on printed page 598; the passage's printed_page is 599. Body in Spanish, no Latin incipit."
AAS,57,1965,155,II,Litterae Apostolicae,Paulus PP. VI,"AAS 57 (1965), p. 155",https://www.vatican.va/archive/aas/documents/AAS-57-1965-ocr.pdf,retrospective_attestation,"Beata Maria Virgo a gratiis constituitur Patrona principalis dioecesis Thelesinae seu Cerretanae, una cum Sancto Antonio de Padua, Confessore et Ecclesiae Doctore.","« Quaeramus gratiam, et per Mariam quaeramus », ait Sanctus Bernardus, suavissimus vitae spiritualis praeceptor ac Deiparae Virginis praeco eximius",imago almae Deiparae a gratiis nuncupatae,Madonna delle Grazie,Blessed Virgin Mary,Sacrarium Beatae Mariae Virginis a gratiis in urbe episcopali dioecesis Thelesinae seu Cerretanae (templum saeculo XVI excitatum),,Thelesina seu Cerretana,Telese - Cerreto Sannita,Italy,1964-05-23,1893,,medium,"Patronage act attesting the crowning: 'Quod simulacrum, anno MDCCCXCIII aureo diademate sollemni ritu redimitum' (1893); no crowning authority named. The sanctuary is located only as 'urbis episcopalis praeclarum ornamentum' — i.e. in the episcopal city of the see of Telese/Cerreto Sannita — so locality left null rather than inferred. Vernacular title supplied from the Latin 'a gratiis'. Country inferred, not stated."
AAS,57,1965,224,VI,Litterae Apostolicae,Paulus PP. VI,"AAS 57 (1965), p. 224",https://www.vatican.va/archive/aas/documents/AAS-57-1965-ocr.pdf,retrospective_attestation,Titulus ac privilegia Basilicae Minoris cathedrali ecclesiae dioecesis Sancti Ioannis a Rege tribuuntur.,"Religione almae Deiparae Virginis teneri perhibentur cives urbis Sancti Ioannis a Rege, quae episcopalis sedis honore a Ioanne PP. XXIII, Decessore Nostro rec. mem., anno MCMLX est donata.",imago Beatae Mariae Virginis a Columna,Nossa Senhora do Pilar,Blessed Virgin Mary,"Cathedralis ecclesia dioecesis Sancti Ioannis a Rege, B. M. V. a Columna consecrata",São João del-Rei,Sancti Ioannis a Rege,São João del-Rei,Brazil,1964-09-24,,,medium,"Basilica Minor act. Coronation attested: '... nomine et auctoritate Pii PP. XII, item Decessoris Nostri, est aureo diademate redimita' — crowned in the name and by the authority of Pius XII (r. 1939-1958); no date and no Legate named. Country and the Portuguese form of the title inferred (bishop Delphinus Ribeiro Guedes, see of São João del-Rei, Minas Gerais); not stated in the act."
AAS,57,1965,457,IV,Litterae Apostolicae,Paulus PP. VI,"AAS 57 (1965), p. 457",https://www.vatican.va/archive/aas/documents/AAS-57-1965-ocr.pdf,retrospective_attestation,"Titulo ac privilegiis Basilicae Minoris ecclesia Beatae Mariae Virginis Septem Dolorum in oppido v. « Sastin », intra Tyrnaviensis Administrationis Apostolicae fines, decoratur.","Quam pulchra, immortalis, frugifera ac triumphis assuefacta Fides, a Christo Domino nobis indita, sit, per varie tentatos ac vexatos populos clare comprobatur.",pervetustum Beatae Mariae Virginis Dolorosae simulacrum (Virgo Perdolens seu a septem Doloribus),Sedembolestná Panna Mária (Šaštín),Blessed Virgin Mary,Sanctuarium Beatissimae Virginis Mariae Septem Dolorum in oppido « Sassinio »,Šaštín-Stráže,Administratio Apostolica Tyrnaviensis,Trnava,Slovakia,1964-11-23,1864,,medium,"Basilica Minor act. Coronation grant attested: 'Anno praesertim MDCCCLXIV, trecentesimo ab ipsa condita ecclesia, Servus Dei Pius Pp. IX, Decessor Noster, praeter nonnullas Indulgentias, Marialis simulacri coronationem concessit et largitus est' — Pius IX granted the coronation in 1864 (the year the grant was made; the ceremony's date is not given). OCR forms: 'MDCCCLX i v' = MDCCCLXIV; place 'Sassinii'/'Sassinio', vulgo 'Sastinkse Straze' = Šaštínske Stráže (Šaštín-Stráže). Incipit OCR 'triumphis assuefa Fides' repaired to 'assuefacta'. Act begins on printed p. 457; passage printed_page is 458. Country explicit ('Slovachiae'); vernacular title supplied, verify."
AAS,57,1965,485,IV,Constitutio Apostolica,Paulus PP. VI,"AAS 57 (1965), p. 485",https://www.vatican.va/archive/aas/documents/AAS-57-1965-ocr.pdf,retrospective_attestation,URBIS. Templum Ss.mi Cordis Iesu ad Castrum Praetorium diaconia fit,"Almae Urbis templa, quae vel antiquitate excellerent artisque praestantia vel illustrium sanctorumque virorum memoria, consueverunt Romani Pontifices singularibus privilegiis atque honoribus afficere.",effigies Beatae Mariae Virginis Auxiliatricis,Maria Ausiliatrice,Blessed Virgin Mary,Templum Ss.mi Cordis Iesu ad Castrum Praetorium,Roma,Urbis (Romana),Rome,Italy,1965-02-05,,,medium,"Apostolic Constitution erecting the church as a cardinalitial deaconry; it attests in passing: 'in eaque, exstans ibique venerata effigies Beatae Mariae Virginis Auxiliatricis rite a Canonicis patriarchalis Basilicae S. Petri aurea corona redimita est' (crowned by the canons of the Vatican Basilica), with no date given. Act begins on printed p. 485; the coronation sentence runs onto p. 486 (the passage's printed_page). Vernacular title supplied from the Latin."
AAS,57,1965,500,I,Epistula,Paulus PP. VI,"AAS 57 (1965), p. 500",https://www.vatican.va/archive/aas/documents/AAS-57-1965-ocr.pdf,papal_legate_deputation,"Ad Em.mum P. D. Hildebrandum tit. S. Sebastiani ad Catacumbas S. R. E. Presb. Cardinalem Antoniutti, Sacri Consilii Religiosis Ordinibus Sodalitatibusque praepositi Praefectum, quem Legatum mittit, ut Caebuae celebritatibus praesideat, quarto saeculo volvente ex quo Evangelium in Insulis Philippinis primum est annuntiatum.","Aurora, praenuntia felicis successus, ante quattuor saecula Ecclesiae in Insulis Philippinis illuxit, cum Evangelium ibi primum est annuntiatum.",statua Iesu Infantis,,Infant Jesus,,Cebu,Caebuana,Cebu,Philippines,1965-03-25,1965,"Hildebrandus Antoniutti, S.R.E. Cardinalis, Praefectus Sacri Consilii Religiosis Ordinibus Sodalitatibusque praepositi",medium,"The letter lists among the fourth-centenary celebrations at Cebu 'Eucharisticus e tota Natione Conventus et coronatio statuae Iesu Infantis, in anteriore quadam expeditione eum in locum allatae', and deputes Card. Antoniutti as Legate 'ut Nostram veluti gerens personam, piis coetibus aliisque caerimoniis praesideas'. The text does NOT explicitly commission him to perform the coronation — he is sent to preside over the celebrations of which it forms part; a checker should verify. Coronation year 1965 taken from the celebration year (letter dated 25 March 1965); no date is given in the text. Sanctuary not named (the Augustinian church at Cebu is implied by 'sacram aedem, quasi matricem ceterarum'). Archbishop of Cebu named: Iulius Rosales. Vernacular title (Santo Niño) not in the text."
AAS,57,1965,714,III,Litterae Apostolicae,Paulus PP. VI,"AAS 57 (1965), p. 714",https://www.vatican.va/archive/aas/documents/AAS-57-1965-ocr.pdf,retrospective_attestation,Titulus ac privilegia Basilicae Minoris ecclesiae metropolitanae Rosariensi tribuuntur.,"Marialis nomine ac pietate merito praedicatur urbs perfrequens et industria, utpote quae, « Rosarium » appellata, Beatam Mariam Virginem a Rosario conditricem suam habeat atque patronam.",imago Beatae Mariae Virginis a Sacratissimo Rosario,Nuestra Señora del Rosario,Blessed Virgin Mary,"Metropolitana (cathedralis) ecclesia Rosariensis, B. M. V. a Sacratissimo Rosario consecrata",Rosario,Rosariensis,Rosario,Argentina,1964-11-23,1941,,medium,"Basilica Minor act. Coronation attested of the second (substitute) image: 'Pro qua effigie post aliquid temporis altera fuit substituta, quae, magis in dies fidelium obsequiis ornata, anno MCMXLI aureo diademate est redimita' (1941); no crowning authority named. Country inferred (the act mentions the image was originally brought 'ex urbe Sanctae Fidei' = Santa Fe, and Pius XII declared her Patron of city and diocese in 1954); not stated. Vernacular title supplied from the Latin."
AAS,58,1966,42,II,Litterae Apostolicae,Paulus PP. VI,"AAS 58 (1966), p. 42",https://www.vatican.va/archive/aas/documents/AAS-58-1966-ocr.pdf,retrospective_attestation,"Titulus ac privilegia Basilicae Minoris tribuuntur ecclesiae Beatae Mariae Virginis a Rosario (v. « Notre-Dame-du-Cap »), in Trifluvianensi dioecesi in Canadia.","Evangelicum illud effatum « Oportet semper orare » (Lc. 18, 1) a Sancto Dominico etiam Mariali Rosario aptatum esse videtur",Simulacrum Beatae Mariae Virginis a Rosario,Notre-Dame-du-Cap,Blessed Virgin Mary,Sanctuarium/ecclesia « Notre-Dame-du-Cap » apud oppidum « Cap-de-la-Madeleine »,Cap-de-la-Madeleine,Trifluvianensis,Trois-Rivières,Canada,1964-08-15,1904,Valerius S. R. E. Presbyter Cardinalis Valeri (Valerio Valeri) — for the 1954 coronation only,high,"Basilica Minor act attesting TWO coronations of the same image: 'Duabus insuper praedicti Simulacri coronationibus, anno MCMIV, quinquagesimo ab edicto dogmate, nec non, per manus desideratissimi Dilecti Filii Nostri Valerii S. R. E. Presbyteri Cardinalis Valeri, anno MCMLIV, centesimo eiusdem promulgati mysterii, rite peractis' — 1904 (50th anniversary of the definition of the Immaculate Conception) and 1954 (centenary), the latter performed by Cardinal Valerio Valeri. coronation_date holds the first (1904); the second (1954) is recorded here in the notes and in the legate field. Church entrusted to the Missionary Oblates of Mary Immaculate. Country explicit ('in dicione Canadensi')."
